City,Title,Description,latitude,longitude
Varanasi,"Durga Temple, Varanasi","Durga Temple, nestled in the vibrant city of Varanasi, is a unique Hindu shrine dedicated to Goddess Durga built in the 18th century. Renowned for its vivid red color and intricate architecture, the temple exudes a spiritual aura. Devotees visit to seek blessings, especially during the festive fervor of Navaratri, when the temple comes alive with religious celebrations.",25.308401,83.011101
Varanasi,Banaras Hindu University,"Established by Madan Mohan Malviya in 1916, Banaras Hindu University is a 5.3 square kilometre campus in the city. It has about 30,000 students residing in the campus and is the largest residential university in the continent. The University has a long list of notable alumni and faculty. The Indo-Gothic architecture and the sprawling lawns add to the beauty of the place.",25.269151,82.993099
Varanasi,Nepali temple,"One of the oldest temples in the city, Nepali Temple is a 19th century shrine dedicated to Lord Shiva. It was established by the King of Nepal and is a spitting image of the Pashupatinath Temple located in Kathmandu. The traditional architecture of the structure made of stone, terracotta and wood carvings attracts visitors in large numbers.",25.309881,83.013067
Varanasi,Shivala Ghat,"Shivala Ghat is quite famous religiously and historically too. There are a number of historic monuments around the Ghat. The mansion of the King of Nepal, King Sanjay Vikram is situated right next to the Ghat, also the Chet Singh Fortress. The view of the river from the Ghat is worth a visit.",25.296387,83.007037
Varanasi,Kedar Ghat,Kedar Ghat is one of the oldest Ghats in Varanasi and is considered cleaner for bathing in the holy River Ganga and offering prayers to Lord Shiva at the Kedareshwar Temple. It is often visited for the beautiful surroundings and the spiritual vibe.,25.299475,83.007649
Varanasi,Batuk Bhairav Mandir,"Famous for being a place of worship for Aghoris and Tantriks, Batuk Bhairav Mandir is considered to be of immense religious importance. The temple is dedicated to Batuk Bhairav who was an incarnation of Lord Shiva. An interesting feature of the temple is the sacred Akhand Deep which is believed to be burning for ages. The oil from this lamp is said to have healing powers.",25.303305,82.993042
Varanasi,Gyan Vapi Well,"Gyan Vapi Well is a sacred well for the Hindu community located inside the premise of Kashi Vishwanath Temple. The water of the well was considered to be holier than the water of River Ganga before it was polluted by the offerings made by the pilgrims. It is said that when Aurangzeb attacked the old temple, the temple priest threw the Shivalinga in the well and jumped in it to protect it.",51.750257902,5.197228624
Varanasi,Bharat Mata Mandir,"Bharat Mata Mandir is a unique shrine dedicated to our country, Mother India. The temple does not have any deity, but a relief map of the country carved in marble. The temple was the brainchild of Babu Shiv Prasad Gupta, a freedom fighter. It was built in 1936 and inaugurated by Mahatma Gandhi and has ever since been the only one dedicated to a country in the World.",8.0962263,77.5462459
Varanasi,"Tibetan Temple, Varanasi","A shrine with stunning Tibetan Architecture, Tibetan Temple was where Lord Buddha taught his disciples the four truths of life. The edifice has a beautiful statue of Shakyamuni, prayer wheels and is decorated with traditional Buddhist paintings also called Thangksa. The unique feature of the temple is the prayer wheels that release strips of paper with chants written on them when rotated clockwise.",25.3772,83.0265
Varanasi,Alamgir Mosque,"Alamgir Mosque is a 17th century structure built by Mughal Emperor, Aurangzeb, on a land which once had a Shiva Temple and was demolished by him. The mosque is an architecturally stunning building built according to the Indo-Islamic style with beautiful minarets and high domes.",25.31536,83.01783
Varanasi,Manmandir Ghat,Manmandir Ghat was built by Maharaja Mann Singh in the early 17th century. The Ghat is famous for a palace built by the Maharaja and an Observatory built in 1710 by Savai Jaisingh II. On the northern side of the Ghat is a stone balcony from where visitors can get a beautiful view of River Ganga.,25.30899,83.0124
Varanasi,ISKCON Varanasi,"ISKCON was established by Bhaktivedanta Swami Prabhupada to promote Krishna Consciousness and educate people with the teachings of Lord Krishna as per the Bhagwad Geeta. Regular poojas, kirtanas and chanting sessions are very popular here. Everyone is welcome to join these sessions without discrimination.",25.291049,82.9993019
Varanasi,Bharat Kala Bhavan Museum,"An archaeological and art museum, Bharat Kala Bhavan Museum exhibits a beautiful collection of sculptures, artefacts, paintings, jewellery, pottery, textiles, etc. ranging between the 1st and the 15th century. The total artefacts on display are over 100,000 including their rare collection of miniature paintings and manuscripts.",23.802553,86.434491
Varanasi,Manikarnika Ghat,"Considered as a gateway to the next life, Manikarnika Ghat is a highly sacred riverfront in India. It is believed that spending the last few days of life at the Ghat and completing the rituals of cremation here ensure a painless passing and also a way to attain freedom from the endless cycle of birth and death.",25.3107604,83.0139704
Varanasi,Chunar Fort,"Chunar Fort is an 11th century fort important for its history and architecture. With a part of the might fort extending on the rocky and uneven banks of River Ganga, Chunar Fort is a stunning structure to explore. It has an aesthetic appeal that draws tourists. The fort has also been featured in a famous Bollywood movie ""Gangs of Waseypur"".",25.1245066,82.8746418
Varanasi,Chinese Temple,Chinese Temple is a colourful shrine dedicated to Lord Buddha and built according to the Chinese/Buddhist architecture. The temple has a spacious meditation hall where visitors can meditate in silence and soak in the serene vibe.,39.51342,-121.56176
Varanasi,"St Mary's Church, Varanasi","St. Maryês Church is a 200-year-old architectural marvel, the oldest church in the town and the oldest standing garrison church in the southern part of Asia. It was established in 1810 by Reverend George Weatly and was an important church for the European and British community residing in Varanasi.",25.33576,82.977493
Varanasi,"Yoga, Varanasi","Yoga Training Centres at Varanasi are the best centres to learn Yoga in its true form that involves the body, the mind and the spirit. The trainers are highly experienced professionals or Yoga Acharyas who guide students through the accurate postures and the science of Yoga.",25.3096924,83.0056763
Varanasi,Varanasi Fun City,"Varanasi Fun City is one of the most popular water parks in the city. The park bustles with activity and vibrancy especially during the weekends owing to its exuberant swings, magnanimous roller coaster and the like. Ideal for all age groups, the park also has a food court to tend to your hunger pangs once you are done chilling in the waters.",25.33432,83.0143
Varanasi,Aqua World,"Situated on the Varanasi- Allahabad highway, Aqua World is another one of the popular water parks in Varanasi. With a plethora of fun rides and slides, the theme park is the perfect way to spend an entertaining day with family and friends.",35.3170201,25.3892693
Varanasi,Vindham Waterfalls,"Vindham Waterfalls is a gorgeous waterfalls in MIrzapur, 90 kms from Varanasi. The waterfalls are also in close proximity of other popular tourist attractions like Tanda fountains, caves and temples. The mesmerising waterfall is a famous picnic spot and attracts a large tourist influx.",7.8745895,123.7628378
Varanasi,Lakhaniya Dari Waterfall,"Lakhaniya Dari Waterfall is situated at a distance of around 48 kms from Varanasi in Latifpur in Varanasi. The waterfalls are a hidden gem away from the din and chaos of the city. Especially popular among trekkers and adventure enthusiasts, the falls can be reached through a small trek in the hills.",-31.5409667,27.1533779
Varanasi,Rajdari Waterfalls,"Rajdari Waterfalls is situated in Chandauli, 60 kms from Varanasi. The beautiful waterfalls are a popular picnic spot among the city dwellers. The huge waterfalls gushing down the cliffs are a visual delight to the eyes. The top spot of the falls also offer beautiful views of the valley below.",7.8745895,123.7628378
Varanasi,Devdari Waterfall,"At a distance of 65 kms from Varanasi in Chandauli, Uttar Pradesh, Devdari Waterfalls is a beautiful spot with cascading silvery water amidst lush green surroundings. Falling down a height of 58 metres, the waterfalls are a popular spot of tourism and attracts a large tourist influx.",-31.5409667,27.1533779
Varanasi,Mukkha Falls,"Situated at a distance of 60 kms from Varanasi, Mukkha Waterfalls is a gorgeous mesmerizing waterfalls in the Sonabhadra district of Uttar Pradesh. The waterfalls are also in close proximity of Lakhaniya Cave Paintings and look the best during the rainy season.",54.3429436,-7.4588615
Varanasi,Tanda Falls,"Tanda Falls is another one of the beautiful waterfalls in Mirzapur district, 80 kms from Varanasi. The spot offers a very rejuvenating break from the hustle bustle of the city. The waterfalls especially come alive during the rainy season when the gushing waterfalls is sparkling in all its glory and fervour.",25.05756,82.51532
Varanasi,Sita Samahit Sthal,"Located in the Bhadoi district of Uttar Pradesh, around 54 km from Allahabad and 44 km from Varanasi, Sita Samahit Sthal is a revered Hindu temple and a popular pilgrimage spot. Enshrined by Goddess Sita, the temple is said to hold mythical as well as historical importance. It is believed that the temple is the place where Goddess Sita descended into the earth.",22.105588,71.681373
Varanasi,Street Food In Varanasi,"Street food in Varanasi is as elaborate as the city's history. And Varanasi is as old as time itself. Since Aryan culture is found in the holy city, meat and beef is not that common and vegetarian cuisine is mostly followed with some exceptions due to Muslim habitations. The food of Varanasi is influenced by nearby states including Bihar and West Bengal, which has been given a different flavour by the locals of the city.",25.3055634,82.9829546
Varanasi,Boat Ride in Varanasi,"A boat ride on the sacred Ganges is an integral part of the Varanasi experience, offering a surreal encounter with spirituality, rituals, and the historical charm of this ancient city. Whether you choose a sunrise voyage to witness the dawn rituals or a sunset cruise to immerse yourself in the mesmerizing nightly aarti fire ceremony, the Ganges unfolds its mystical tales.",25.3096924,83.0056763
Varanasi,Dev Deepawali,"Dev Deepavali, also known as the Diwali of the Gods, is a grand celebration that unfolds in the sacred city of Varanasi, Uttar Pradesh, India. Taking place fifteen days after the popular festival of Diwali, Dev Deepavali is a unique manifestation of devotion, spirituality, and a spectacular display of lights that transforms the spiritual capital of India into a realm of divine radiance.",18.27912,83.970825
Varanasi,Swarved Mahamandir Dham,"Nestled in the spiritual heart of India, Varanasi, the Swarved Mahamandir Dham stands as an epitome of spiritual enlightenment and architectural brilliance. Serving as the world's largest meditation center, this colossal structure is dedicated to the moral and spiritual growth of humanity, offering a sanctuary for seekers from all walks of life.",25.403938,83.069299
Nainital,Naini Lake,"Situated in the centre of Nainital, Naini Lake (short for Nainital Lake) is a beautiful natural fresh body lake. The lake is in crescent or kidney shape and is one of the most famous lakes of the Kumaon region. Bounded by Naini Peak on North West, Tiffin Point on the South West and snow-capped peaks on the north, the Nainital Lake offers a breathtaking view, especially during early morning and sunset. It is most famous for boating, picnic and evening walk.",28.707327,77.1940192
Nainital,Snow View Point,"Snow View Point in Nainital stands at a dizzying altitude of 2270 meters above sea level and is one of the most attractive tourist spots of the area. As the name suggests, Snow View Point offers a panoramic view of the mighty Himalayas draped in a blanket of milky-white snow. One can see a picturesque view of all three important peaks- Nanda Devi, Trishul and Nanda Kot peaks together from this point.",29.396481,79.45977
Nainital,Mall Road Nainital,"The Mall Road of Nainital is the prime shopping, food and cultural centre of Nainital. The 1-1.5km road is centred around Naini Lake and has hundreds of shops and restaurants. It is famous for buying mementoes and eating local food. Vehicle entry is banned during peak season.",29.391722924033,79.455013329389
Nainital,Tiffin Top,"Tiffin Top is a very famous tourist attraction in Nainital, also popularly called Dorothy's Seat. A fantastic picnic spot in its own right, one gets a complete view of the town of Nainital and its surrounding hills in the Kumaon region from this location.  Adventure activities such as rappelling and rock climbing are conducted at Tiffin Top as well.",29.383303,79.450488
Nainital,Eco Cave Gardens,"Famous for its interconnected rocky caves, hanging gardens and the musical fountain, the Eco Garden are a set of six small caves in the shape of various animals. Located in the Mallital area of Nainital, you need to crawl your way in. In the evenings, you can see the spectacle of the musical fountain with various audio video effects.",29.3813578,79.4310881
Nainital,High Altitude Zoo,"Established in 1984, Pt. G.B. Pant High Altitude Zoo or Nainital Zoo is situated on the Sher ka Danda hill in Tallital, Nainital. Perched at a height of 2100 metres and spread over an area of 4.6 hectares makes it the only one of its kind. The zoo is home to several endangered species and is a popular tourist spot.",29.380895,79.468927
Nainital,Naina Devi Temple,"Naina Devi Temple located in Nainital is a famous Hindu pilgrimage site and one of the fifty-one Shakti Peethas in India. The presiding deity of the Naina Devi Temple is Maa Naina Devi or Mata Sati. According to Hindu mythology, the temple is built on the spot where Goddess Sati's eyes fell when Lord Vishnu cut her body into 51 different parts.",29.389115,79.454346
Nainital,Nainital Ropeway,Nainital Ropeway or the Cable Car Ride is the most popular tourist attraction in the city of Nainital and touted as one of the fastest ropeways in the country. The aerial ropeway connects Mallital to the Snow viewpoint- from the base to a height of 2270 metres. The aerial trip hovering over the Naini lake and the valley offer panoramic views of the breathtaking landscape.,29.392532,79.455116
Nainital,Naina Peak,"Naina Peak is the highest peak of Nainital at a height of 2615 metres. A major tourist attraction in the city, the peak remains covered with snow throughout the year and the blanket of trees over it project a picturesque view. Due to the high altitude and scenic trails, the peak is very popular among hikers and trekkers. Also known as China Peak, it is renowned among tourists and locals for its romantic sunrise and sunset. It is a must-visit for couples as well as friend groups.",29.4050628,79.4461586
Nainital,Neem Karoli Baba Ashram,"The Neem Karoli Baba Ashram is a quaint little ashram and Hanuman Temple that is located on the Nainital-Almora road and is popular as Kainchi Dham among the visitors. Situated at the height of 1400 metres above the sea level, this modern pilgrim centre has been built in dedication to Shri Neem Karoli Baba Maharaj Ji, a Hindu guru who was a devotee of Lord Hanuman and is reputed to have performed many miracles throughout his life.",36.408423,-105.58373
Nainital,Land's End,"Set across the Khurpa Tal and vast stretches of plains, the Land's End is literally the spot where the land ends and all you can see is steep cliffs surrounded by snow-dusted mountains. 4 km off the main town, Land's End is frequented by adventure enthusiasts who trek to the scenic spot and relish the breathtaking view of mango-shaped Khurpataal Lake. The less-adventurous can take a pony, horse or taxi from the city. Do keep in mind that the view from Lands End depends on weather conditions.",50.066318,-5.700912
Nainital,Bhimtal,"Bhimtal Lake, one of the most famous lakes in India, is located in the Bhimtal town of the north Indian state of Uttarakhand. An island at the centre of the Lake is a famous tourist attraction and also houses an aquarium with a variety of fish species and a temple. In the Kumaon region, which is also known as the Lake district of India, the Bhimtal lake is the largest lake and supplies drinking water to the town and supports aquaculture in the region.",29.3551675,79.5540959
Nainital,Sattal,"Sattal is a group of seven freshwater lakes located in the lower regions of Bhimtal. Home to many migratory birds, it is popular amongst nature buffs and bird watchers. Situated in Kumaon Region at an elevation of 1370 m above the sea level, the area boasts of its cluster of seven interconnected lakes namely: Panna, Naldaymanti Tal, Ram, Sita, Lakshman, Bharat and Sukha Tal flanked by lush green cover of oaks and pines. With pleasant weather throughout the year, a visit to this destination away from the noise of cities is an experience not to be missed.",33.87918,73.36938
Nainital,Governor's House,"Home to the popular golf course, the Governor's House is a Victorian Gothic edifice resembling the Castle of Scotland very closely and consisting of two stories of buildings with 113 rooms, garden, swimming pool and of course, the golf course. The second raj Bhawan in Uttarakhand, it was built in 1899 by designer F.W. Steven as the summer residence of the Governor of North East Province. The Governor's House now serves as the residence of the Governor of Uttarakhand.",34.238247,-84.9446789
Nainital,Pangot,"Located just 15 kilometres away from Nainital, Pangot, located in the Kosiyakutoli tehsil of the Nainital district of Uttarakhand.  The village is at the height of 6,300 feet above sea level and is well known all across the nation for its rich and exotic bird life. Pangot also becomes a hub for photography enthusiasts when hundreds of different species of birds flock here during the harsh winters in the upper Himalayas and settle down here temporarily. There are a few hotels and a few dhabas and shops serving snacks and food in the Pangot village",29.42564,79.42472
Nainital,Himalayan View Point,"Himalayan View Point in Nainital is a popular spot offering breathtaking panoramic views of the snow-capped peaks of the mighty Himalayas. Located about 5 kilometers from the town center, this viewpoint provides a serene escape into nature, perfect for photography enthusiasts and nature lovers. On clear days, visitors can marvel at the majestic peaks of Nanda Devi, Trishul, and Nanda Kot. The journey to the viewpoint is equally enchanting, with lush green landscapes and crisp mountain air adding to the experience.",29.665878,79.473011
Nainital,Tibetan Market,"Located in the vicinity of the Mall Road in Nainital, Bhutia Market is the most popular street market in the city. Besides an extensive variety of woollens and winter wears, the market is popular for its sumptuous Tibetan food. Roadside stalls and eateries sell mouthwatering thukpa and momos among other regional food items.",60.009264,30.2465779
Nainital,Gurney House,"The former abode of the British hunter, conservationist, naturalist and author - Jim Corbett is called Gurney House. The charming colonial cottage, located near the Nainital Lake, has a tiny museum with the achievements and life story of Jim Corbett. A quaint little nursery is also housed in the premises with a variety of shrubberies and plants. Even though the Gurney House is a private residence, tourists are welcome to visit by prior permission. The lovely owners also give a complimentary house tour to the Corbett lovers.",29.472609,79.150802
Nainital,St John Wilderness Church,"Situated adjacent to the High Court of Uttarakhand in Mallital, Nainital, St John Wilderness Church is the oldest and one of the best churches in the hilltown. Perched atop a hill amidst beautiful pine and deodar trees, the church is constructed in Neo-Gothic style of architecture and has beautiful tainted glass windows. The colonial church is often visited by solitude seekers and history buffs.",42.670761,-88.545702
Nainital,Jeolikot,"Known as the Gateway to Naini Lake, Jeolikot is a pristine hill station brimming with life, colors and butterflies. Located on the Nainital-Haldwani highway, It is famous for its butterfly population along with its floriculture. In midst of formidable neighbours such as Nainital, Mukhteshwar and Jim Corbett National Park, Jeolikot remains untouched by all the tourist rush that gather around it.",29.197493,79.5197369
Nainital,Hanuman Garhi,"Located on the Nainital-Haldwani route, Hanuman Garhi is a famous temple dedicated to Lord Hanuman. Perched atop 6,401 ft. high, the temple was built by a local saint Baba Neem Karoli in 1950 and is located close to Ashram of Bapu Lila Sah and Shitla Devi temple. The idol of Lord Hanuman is portrayed as splitting his chest, depicting that Lord Ram resides in his heart. The view of the rosy sky during sunset and sunrise is what attracts tourists to Hanuman Garhi.",29.3499842,79.5544146
Nainital,Mukteshwar Temple,"One of the most popular shrines, Mukteshwar temple, is an ancient temple which is almost 350 years old and is dedicated to Lord Shiva. Perched on top of the highest point in Mukteshwar (which is a beautiful hill station that got its name after the shrine), the temple lies approximately 2312 m above the sea level. This grand temple is identified as one of the eighteen most important temples dedicated to Lord Shiva in the Hindu scripture.",19.09806,72.83389
Nainital,Khurpa Taal,Khurpa Taal is a pristine lake near Nainital.The lake changes colour from sunrise to sunset. It is ideal for a quick view for 10-15 minutes as there isn't much to do near the lake.,29.3921189,79.4505771
Nainital,Ranikhet,"Ranikhet is a quaint hill station near Nainital with undulating Himalayan hills and forests. It is popular for its views of the Nanda Devi Peak, trekking ranges, mountainous climbs, golf courses, orchards and temples.",29.6404,79.422897
Nainital,Astronomical Observatory,"Perched on top of the Manora Peak in Beluwakhan, Nainital, Astronomical Observatory helps you see the stars, celestial bodies, the moon and other heavenly bodies with the help of high powered, imported telescopes. Prior booking is required to visit.",29.359489,79.458443
Nainital,Naukuchiatal,Naukuchiatal is a small picturesque lake village near Nainital offering tranquillity. It is mainly known for its nine cornered lake which measures up to 1 km in length and 40 m deep.,29.325115,79.58316
Nainital,Sariyatal,"Located near Kaladhungi, Sariyatal is an artificial lake visited for paddle boating and water sports. It is also popular for the Himalayan botanical garden which is a research centre other than being a herbarium and a butterfly park.",29.347173,79.501924
Nainital,Peora,"Peora is a charming village near Nainital. There are a number of British Era bungalows that give this place a rustic vibe. The scenic beauty with snow-capped mountains, juicy fruit-laden trees, green meadows and a variety of fauna is the highlight.",39.4216039,-80.3453584
Nainital,Himalayan Centre of Sri Aurobindo Ashram,"Himalayan Centre of Sri Aurobindo Ashram is a yoga and meditation centre near Nainital. The ashram conducts regular workshops, talks, training programmes for stress management and regulating the lifestyle. Permission is required to visit the place.",29.2404451,79.5343257
Nainital,Jim Corbett National Park,"Jim Corbett National Park is the oldest national park in India, home to the Royal Bengal Tiger. It is famous for its wildlife safaris and jungle lodges. Corbett is located at an hour's drive from Nainital.",29.530023,78.774597
Nainital,Sitabani,"Sitabani is a wildlife reserve in the Nainital district. It is home to 600 species of migratory and resident birds. Himalayan Black Bear, Himalayan weasel, Yellow-throated Pine Marten, and Himalayan Goral can also be spotted here.",29.40894,79.22264
Nainital,Bhowali,"Bhowali is a little hill-station, 11km from Nainital. It is a town of panoramic vistas and bounty of nature. Bhowali is known for producing finest quality fruits. It is also a good place to stay in homestays near Nainital.",29.3828731,79.5209173
Nainital,Kainchi Dham,"A very popular place in the area, this temple is renowned for Neeb Karori Maharaj temple and ashram. The temple attracts devotees from all over the country as well as abroad. Situated about 9kms from Bhowali and 17kms from Nainital, this temple sits deftly in the lap of nature oozing spiritual vibes and serenity.",29.422703,79.512333
Bangalore,Cubbon Park,"Spread over an area of 300 acres, Cubbon Park in the city of Bangalore is a major sightseeing attraction rich in green foliage. It is a green belt region of the city and is an ideal place for nature lovers and those seeking a calm atmosphere. Having been laid down by Lord Cubbon, the park is named so in his honour. It is home to more than 6,000 trees that support a vibrant ecosystem.",12.9713756,77.5924818
Bangalore,Lalbagh,"Lalbagh Botanical Garden is located in Bangalore and is nationally and internationally renowned centre for botanical artwork, scientific study of plants and also conservation of plants. A haven for all nature lovers, Lal Bagh covers an area 240 acres in the heart of the city and has nearly 1,854 species of plants. It was commissioned by Hyder Ali in 1760 and completed by his son Tipu Sultan.",25.617102,85.1652068
Bangalore,Bangalore Palace,"An epitome of great architecture and beauty, The Majestic Bangalore Palace preserves in it the spice of old regal opulence. Currently the central attraction in Bangalore, the palace was built in the year 1878. The palace is extraordinarily vast and spread across 45,000 square feet. A mixture of Tudor and Scottish Gothic architecture have resulted into the grand palace that we see today.",12.8630756,77.7661506
Bangalore,Wonderla Amusement Park,"Wonderla is said to be the best amusement park in the city (and also one of the best in the country), and attracts all those looking for a rush of adrenaline. While it is most famous for the high-thrill dry rides, it also features some relaxed, fun rides, hence providing something for every visitor. Situated on the outskirts of Bangalore on the Mysore road, Wonderla is a great amusement + water park, featuring over 60 rides.",10.026636,76.392784
Bangalore,Nandi Hills,"Situated about an hour and a half from Bangalore, Nandi Hills is a majestic trekking destination, roughly resembling a sleeping bull. It is a favorite among Bangaloreans for early morning drives to catch the sunrise. The small hillocks are a famous tourist spot, with a promise of a heavenly retreat into nature's abode.",0.119412165681,35.262270648045
Bangalore,Bannerghatta National Park,"Located 22 km away, the Bannerghatta National Park is a sanctuary for a large variety of flora and fauna. The main attractions here are an aquarium, a zoo, a Children's park, Crocodile Farm, Snake Park and a Prehistoric Animals' Park. It is also popular for hiking and trekking.",12.699614,77.578242
Bangalore,Commercial Street,"Located in the Central Business District of Bangalore, Commercial Street is home to a number of small stores to brand outlets which sell the most delightful variety of products you can find. One of the first shopping areas a newcomer to the city is told about, Commercial Street is a fix for all your shopping needs and weekend entertainment.",39.806495,-120.4687393
Bangalore,"ISKCON Temple, Bangalore","Located in the Rajajinagar area, ISKCON Temple is a revered shrine dedicated to Lord Krishna. The temple, under the guidance of Madhu Pandit Dasa, was inaugurated in the year 1997 by Shankar Dayal Sharma. Apart from a religious shrine, ISKCON temple is a cultural complex accommodating dedicated deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha.",12.9840328,77.5795974
Bangalore,Vidhana Soudha,"Described by Pandit Jawaharlal Nehru as 'a temple dedicated to the nation', Vidhana Soudha houses the State Legislature and the Secretariat of Karnataka and is one of the most popular attractions in the lively and colourful city of Bengaluru. It also proudly boasts the title of being the largest state legislative building in the country.",12.9820295,77.5935417
Bangalore,"MG Road, Bangalore","MG Road is one of the most popular shopping and entertainment hubs in Bangalore. It runs from Trinity Circle to Anil Kumble Circle. Items such as traditional handicrafts, silk, sarees and cutlery and bone china are available here. MG Road is also popular for pubs and nightclubs.",12.9766866,77.6019092
Bangalore,UB City Mall,"Located in the CBD (Central Business District) in Bangalore, this luxury mall is the one-stop destination for all your high-end brand needs. It is home to all the luxury beauty, shoes, jewellery, bags and fashion brands from all around the globe.",12.9721665,77.5966647
Bangalore,Tipu Sultan's Summer Palace,"Located at the juncture of Albert Victor Road and Krishna Rajendra, is the magnificent accommodation of the valiant ruler of Mysore- Tipu Sultan. The palace is located in the Bangalore Fort which is situated in old Bangalore in the south-west Indian state of Karnataka.",12.4198267,76.6968657
Bangalore,Visvesvaraya Industrial and Technological Museum,"Located on the Kasthurba Road in Bangalore, Visvesvaraya Industrial and Technological Museum was built in the honour of Bharat Ratna recipient Sir M Visvesvaraya. Spread over an area of 43000 sq. ft., the area is built in the sylvan surroundings of Cubbon Park and was inaugurated by the first Prime Minister of India- Pandit Jawaharlal Nehru, in 1962.",12.9751151,77.5963883
Bangalore,Jawaharlal Nehru Planetarium,Jawaharlal Nehru Planetarium in Bangalore is a popular attraction in the city that is administered by the Bangalore Association for Science Education (BASE). The entire establishment is meant for science enthusiasts with an aim to impart knowledge of the aspects of earth and space in a fun and exciting way.,12.9848744,77.5897852
Bangalore,Art of Living International Centre,"Located 21 kms southwest of Bangalore on Kanakpura Road atop Panchagiri Hills, Art of Living Centre is the headquarter of the spiritual, cultural organization Art of Living Foundation, established by Sri Sri Ravi Shankar. Constructed in 1986, the ashram focuses at creating a stress-free society through its multitudinous programmes which include yoga, meditation, Ayurveda treatments etc.",12.76639,77.48795
Bangalore,Church Street,"About 750 m long, Church Street in Bangalore is one of the busiest and most beloved streets, named after St. Mark’s Cathedral. It is lined with gift shops, music shops, bookstores, restaurants and cafes, some of them being the oldest in the city, all selling a wide variety of products and tasty treats.",51.355068905,1.043975865
Bangalore,Indian Music Experience,"Spread across 50,000 square feet, the Indian Music Experience in Bengaluru is the first interactive music museum of the nation that is most innovatively disrupting the conventional notion of museums among visitors. The Museum exhibits everything about Indian music under a single roof, right from classical to folk, regional and Bollywood.",12.891697,77.583647
Bangalore,Innovative Film City,"The Innovative Film City in Bengaluru is an Indian movie theme park located at Bidadi, just 40 kilometres on the outskirts of the city towards Mysore. One of the most popular tourist attractions in Bangalore, the place covers almost 58 acres of land of fun-filled experiences.",12.7784557,77.4153317
Bangalore,"National Gallery Of Modern Art, Bangalore","National Gallery of Modern Art is a two-storeyed museum based in a colonial-style residential building. It showcases the cultural ethos of India from periods as early as the 18th century. There is also a huge auditorium, a charming cafeteria, and a reference library here.",12.989462,77.588394
Bangalore,Ulsoor Lake,"One of the largest lakes in Bangalore, the Ulsoor Lake is sprawled over an area of 50 hectares. Ulsoor lake was built by Sir Lewin Bentham Bowring, who was Bangalore's commissioner at that time. Sit back or walk in the periphery of the park or click a few shots of the endemic birds that call this destination their home.",12.9765,77.62227
Bangalore,"Shiva Temple, Bangalore","This temple at Kemp Fort is considered as one of the most beautiful Shiva temples around the country. The beautiful statues of Lord Shiva and Lord Ganapathi are a major attraction for all the devotees visiting the temple. The temple is known for its well-maintenance and regular festivities being organised for the devotees for them to indulge in the worship of Lord Shiva, who is considered as one of the major gods in Southern India.",12.937794,77.786004
Bangalore,St. Mary's Basilica Bangalore,"Built in 1882, St. Mary's Basilica is the oldest church in Bangalore and is the only church in the state that has been elevated to the status of a minor basilica. It is famous for the festivities it holds during the St. Mary's Feast, in September each year. It is a marvellous sight to behold with its towering façade, glass windows, and the loving statues of Mother Mary.",12.98933,77.60497
Bangalore,Chunchi Falls,"Chunchi falls, is an almost 50 feet high cascade of falls, which is fed by the river Arkavati. Located at a distance of 83km from Bangalore, Chunchi Falls lies en route to Mekedatu and Sangama in Karnataka. Mekedatu is a rocky valley, while Sangama is the meeting point of three rivers. This spot is extremely popular as a picnic spot. It derived its name from a tribal couple, Chuncha and Chunchi.",12.3501418,77.4470447
Bangalore,"Fun World, Bangalore","Fun World Amusement Park is one of the most popular amusement parks in Bangalore situated in the neighborhood of JC Nagar. Sprawling over 22 acres of land, the park has both water rides and regular rides. Besides the locker rooms, changing areas and several pools, the theme park also has a food court, a green garden and food court to satiate your taste buds.",13.0074961,77.5918442
Bangalore,HAL Aerospace Museum,"HAL Aerospace Museum is one of the major public attractions of Bangalore. Inaugurated in 2001 at the Hindustan Aeronautics Limited premises, the museum was established with an objective of educating the public about everything the journey of HAL, one of Asia's largest and most important aeronautical companies, had to offer - be it historical, scientific or academic.",34.01724,-118.28396
Bangalore,"Go-Karting, Bangalore","Go Karting is an adrenaline-pumping activity best for those who are racing enthusiasts. The activity involves driving a vehicle called the Go Kart for a particular distance or a limited number of laps. Simulating the thrills of professional racing on a smaller level, this activity will set your heart on pace and will thrill you to the fullest.",12.9767463,77.5752782
Bangalore,Muthyala Maduvu (Pearl Valley),"Muthyala Maduvu, popularly known as Pearl Valley is located around 40 kilometres away from Bengaluru and around 5 kilometres from Anekal. This beautiful picnic spot is located within a valley which is nestled amidst the hills. Pearl Valley is rich in flora and fauna, and houses many exotic species of birds, owning to the waterfall.",31.309973,-99.494348
Bangalore,Bull Temple,"The Bull Temple, also known as Nandi Temple, is one of the oldest temples in the city of Bengaluru. The temple is popularly called as 'Dodda Basavana Gudi' by the locals and is the biggest temple dedicated to Nandi in the world. Nandi, the bull, is the mount or 'vahana' of Lord Shiva and the guardian deity of Lord Shiva's abode, Kailashagiri; according to Hindu traditions.",12.941853,77.567947
